word,trans
ኣቓሑስ, 'aQaħus
ዚፈቱን:, zifätun:
ሳሮናዊ, saronawi
ንዂሉውን, nkʷiluwn
ብልቃጥ, blqaT
ኸይርእዩ, Käyr'yu
ተጐበጠ, tägʷäbäTä
ኪም, kim
እትመርሖ, 'tmärħo
ኣዕሎበጠ, 'aʕlobäTä
ኽትገሃድ, Ktgähad
ዝለአኸንሲ, zlä'äKänsi
ንሱኣብግብጺኣብቲኻብቅድሚንጉስሰሎሞን, nsu'abgbṣi'abtiKabqdmingussälomon
ረሲእንሲ, räsi'nsi
ዜብስሉላ, zebslula
ኬንብራ, kenbra
ፋስጋና, fasgana
ህይዝቅያስ, hyzqyas
ዝነገራ, znägära
ኣይረኸሰትን, 'ayräKäsätn
ኺገብርኹም, KigäbrKum
መንፈስሲ, mänfässi
እናደረስኩምሉን, 'nadäräskumlun
ዓሰርት, ʕasärt
እተረኸበ, 'täräKäbä
ሰዲደካ, sädidäka
ዝኸበደኩምን, zKäbädäkumn
ኪርስተዮም, kirstäyom
ከይትትንክዩ, käyttnkyu
ዘትሓትካላ, zätħatkala
ቘረርስውን, Qʷärärswn
ምጽዋትካን, mṣwatkan
ህርፋን, hrfan
ኣተዐርቆን, 'atäʕärqon
ኪሰርቆ, kisärqo
እናደሌኹ, 'nadäleKu
ዘይትሐድገኒ, zäytħädgäni
ኦፈር, 'ofär
ዜብኲዖዶ, zebkʷiʕodo
ዘንደደን, zändädän
ይኽዐወሉ, yKʕäwälu
ነገርካዮም, nägärkayom
እናሀበኩም, 'nahäbäkum
ኺጽብቐሎም, KiṣbQälom
ኸነዕርገሉ, Känäʕrgälu
ርእሲኣ, r'si'a
ጀጋልን, ǧägaln
ኸይፍትነኩም, Käyftnäkum
ይዕምጽ, yʕmṣ
ምጭፍላቕ, mČflaQ
ዚረኽባ, ziräKba
ዓድታትውን, ʕadtatwn
ሹርን, šurn
ኣእምን, 'a'mn
ኼዘክረኩም, Kezäkräkum
ሀደማ, hädäma
እትሰኽሩ, 'tsäKru
ዘዕለወን, zäʕläwän
መሳፍንቶምሲ, mäsafntomsi
ኪጽምብልዎን, kiṣmblwon
ጨደረሉ, Čädärälu
ኽመጻካ, Kmäṣaka
እትወቕዖም, 'twäQʕom
ኣፍቀሮም, 'afqärom
ንታቦትን, ntabotn
ኣይኬድሕኖምን, 'aykedħnomn
ቀድሓትለን, qädħatlän
ነዲቕዎ, nädiQwo
ንንመንከ, nnmänkä
እተወሰነሉ, 'täwäsänälu
ብናያን, bnayan
ንኣልዋሕ, n'alwaħ
ኵናቶም, kʷnatom
በለሰይ, bäläsäy
ከዕርባ, käʕrba
ንመሲሕ, nmäsiħ
ውሰደኒ, wsädäni
ተካእኩልካ, täka'kulka
ንሺመኣም, nšimä'am
ኪሐርድዎም, kiħärdwom
ጳጥሞስ, PaTmos
እሕዋት, 'ħwat
ኺማልእዎ, Kimal'wo
በእጋሮምውን, bä'garomwn
ሼጥኩምዎም, šeTkumwom
ዘይጽብጽብ, zäyṣbṣb
ዝውርውር, zwrwr
ዕንዱርካን, ʕndurkan
ስምረቱ, smrätu
ጐልበቦ, gʷälbäbo
ዘይርስዕ, zäyrsʕ
ግዝያቶም, gzyatom
ቶኬንን, tokenn
ዓንዩ, ʕanyu
ሓልውን, ħalwn
እትስመዩ, 'tsmäyu
ሚሽማዕውን, mišmaʕwn
ይጥበረልና, yTbärälna
ኽትሰርሕዋ, Ktsärħwa
ይደፍር, ydäfr
ኼፍርስወን, Kefrswän
ሃውራን, hawran
ዚዕንቅፎም, ziʕnqfom
ምቐላ, mQäla
እትሳገረላ, 'tsagäräla
ኣበልዋ, 'abälwa
ኸይሲ, Käysi
ክብሮም, kbrom
ብሓድይልናዶ, bħadylnado
ኣይከተብርህን, 'aykätäbrhn
እትፈርድከ, 'tfärdkä
ዐሽዮም, ʕäšyom
ይዕየዩ, yʕyäyu
ምነገሮ, mnägäro
ሺምሻይ, šimšay
ክትቅበለናስ, ktqbälänas
ኽትርአዩ, Ktr'äyu
ዚግትሩን, zigtrun
ንቕንኣት, nQn'at
ዘንቅሔ, zänqħe
ዚግስጽዎ, zigsṣwo
ኣባጊዕዶ, 'abagiʕdo
እተታሕዘትላ, 'tätaħzätla
ብምህዞኻ, bmhzoKa
እናተኣመኑን, 'natä'amänun
ንጸምጸም, nṣämṣäm
ዘርግሑሉ, zärgħulu
ኣጋርን, 'agarn
ዐጸድኩም, ʕäṣädkum
ኼልዕልን, Kelʕln
ዝጾረትካ, zṣorätka
መዓሙቝሲ, mäʕamuQʷsi
ነቕኒቑ, näQniQu
ንተጻረርትኻ, ntäṣarärtKa
የሃጽ, yähaṣ
ብዘመውቲ, bzämäwti
ኣድሕነኒውን, 'adħnäniwn
ንማልካን, nmalkan
ኣይተቕንን, 'aytäQnn
ኺተክል, Kitäkl
ኣኽብረን, 'aKbrän
ኣኽራንሲ, 'aKransi
ጐባይከ, gʷäbaykä
ኪስዕብዎም, kisʕbwom
ኣምለስክዎም, 'amläskwom
ኣይከምጽኣልኩምን, 'aykämṣ'alkumn
መሀርኩኹም, mähärkuKum
ተድሕና, tädħna
ኸርሕቕ, KärħQ
ይኽውሎ, yKwlo
ኣይተሰለመን, 'aytäsälämän
ኣቐመጠሉ, 'aQämäTälu
ኢዋህን, 'iwahn
ዝብርቱዕ, zbrtuʕ
ይመጸሉ, ymäṣälu
ኺተውርደሎም, Kitäwrdälom
ዝጸሐፈሎምን, zṣäħäfälomn
ዕዳኺ, ʕdaKi
ተወኪልኩም, täwäkilkum
ከይትርስዑ, käytrsʕu
ጐዲላትካ, gʷädilatka
ረሲዖምኒ, räsiʕomni
ወዓሉ, wäʕalu
ዚመኽረሉ, zimäKrälu
ሳብዓይውን, sabʕaywn
ዚነብርዎን, zinäbrwon
ጨነቖ, ČänäQo
ወሪድካ, wäridka
ዝሰርሓለንን, zsärħalänn
ዘንቢልካ, zänbilka
ወፌኹ, wäfeKu
እናዐቤኹ, 'naʕäbeKu
ከዀርዮም, käkʷäryom
ተፈንፊኑ, täfänfinu
ከይበልካዕኩም, käybälkaʕkum
ሐዘኩም, ħäzäkum
ከይትስምብዱን, käytsmbdun
ኽጅምር, Kǧmr
ኣይተመርሮ, 'aytämärro
ንዝአዘዝክዎስ, nz'äzäzkwos
ዛካይ, zakay
ተሻየጥዎ, täšayäTwo
ተርክሳኒ, tärksani
ዘርከሳ, zärkäsa
ወሰንካን, wäsänkan
ኣፍቂሮም, 'afqirom
ሕፍረተይን, ħfrätäyn
ሳህለይን, sahläyn
ብጸጋምካ, bṣägamka
እትኽሕደኒ, 'tKħdäni
ጶንጦስ, PonTos
ክጽበዮ, kṣbäyo
ኣንጭዋ, 'anČwa
ገፊፍካ, gäfifka
ገፈፍ, gäfäf
ወሬኺ, wäreKi
ጻሓይ, ṣaħay
ኺድቅሳ, Kidqsa
እተአዘዘሎምን, 'tä'äzäzälomn
ኣተንሲእካ, 'atänsi'ka
ኣማዕቍቦ, 'amaʕqʷbo
ዚድንግጽውን, zidngṣwn
ብተያት, btäyat
ስቡርን, sburn
ኣጋምሸት, 'agamšät
ተኸልዎ, täKälwo
መማኸርቱ, mämaKärtu
ኣይተፋለዩን, 'aytäfaläyun
ሲሶኣ, siso'a
ንግርሁኹም, ngrhuKum
ያፋ, yafa
ትሐድር, tħädr
ጠለምናዮ, Tälämnayo
እትበጽሖምሲ, 'tbäṣħomsi
እተሐብኡን, 'täħäb'un
እኩባትኪ, 'kubatki
ኣይርከበንን, 'ayrkäbänn
ይጠውዮ, yTäwyo
ሐዘሎምን, ħäzälomn
ይዝቈቛ, yzqʷäQʷa
ሀሃገር, hähagär
ዮዓሽን, yoʕašn
ነበረና, näbäräna
እኮ, 'ko
ተናዘዝና, tänazäzna
ዝኽበረዶ, zKbärädo
ቊስሉ, qʷislu
ባሪኸዮ, bariKäyo
ኣይረገጽዋን, 'ayrägäṣwan
ብኺዳንኪ, bKidanki
ብርለ, brlä
ትሰርዓለይ, tsärʕaläy
ይደንግጽ, ydängṣ
ኣጨንቕዎምን, 'aČänQwomn
ኪጕህዩን, kigʷhyun
ኣይተማልኣን, 'aytämal'an
ዚስውኣሉ, zisw'alu
ሰሴፎም, säsefom
ብፍቕርኹም, bfQrKum
ኣናብርን, 'anabrn
ጨኪኖም, Čäkinom
ይምህለሉ, ymhlälu
ቐዳሞትውን, Qädamotwn
ኣይኬንውሑን, 'aykenwħun
ኣይኬኽብረካን, 'aykeKbräkan
ተለወጥክኒ, täläwäTkni
ፈራዩ, färayu
ያዕናያን, yaʕnayan
ንኣካላቶም, n'akalatom
መስተስ, mästäs
ብቓንዛ, bQanza
ሕሜትን, ħmetn
ኺረግጹን, Kirägṣun
እየ::, 'yä::
ንሔበር, nħebär
ኣይክንሕፎምን, 'ayknħfomn
ትስማዕ, tsmaʕ
ተሰኪመስ, täsäkimäs
ዝዘመትዎም, zzämätwom
ኣይትቐትለንን, 'aytQätlänn
ኽንቀትል, Knqätl
ሐዲጉስ, ħädigus
ንሔለጽ, nħeläṣ
ክቢ, kbi
መፋላልዮ, mäfalalyo
ሳጽኖም, saṣnom
ኪዀነንስ, kikʷänäns
ባርያሕን, baryaħn
ዅላዅላ, kʷlakʷla
ንኣውያት, n'awyat
ንጀጋኑ, nǧäganu
እንዳእተይ, 'nda'täy
ኣይመልኤን, 'aymäl'en
ሰራዊተይ, särawitäy
ብሓረግ, bħaräg
ጓሰዮም, gʷasäyom
ከይጸገቡ, käyṣägäbu
ብዝፍትን, bzftn
ምርጋም, mrgam
እዝምረሉ, 'zmrälu
ይኹን8, yKun8
ብልጓም, blgʷam
ጥበበይ, Tbäbäy
ኣይነትርፍን, 'aynätrfn
ፈራህኩም, färahkum
ወስኸና, wäsKäna
አበርትዖ, 'äbärtʕo
ይነግረና, ynägräna
በጊኤይ, bägi'ey
ሰናብትን, sänabtn
ኺምጒተሎም, Kimgʷitälom
ኣኻይዳይ, 'aKayday
ኬጨንቖም, keČänQom
ኣየርእን, 'ayär'n
ንምኡዝ, nm'uz
ደዪቢ, däyibi
የህዳይ, yähday
ባረኻ, baräKa
ይቑሙሉ, yQumulu
ተቖሪጽካ, täQoriṣka
እናአእወየት, 'na'ä'wäyät
መሲቱ, mäsitu
ንደቕዎ, ndäQwo
ክፍትን, kftn
ንዘይተመርዓዉን, nzäytämärʕawun
ብሕብስትን, bħbstn
ኼውዕል, Kewʕl
ተሓጸቡ, täħaṣäbu
እጽበየካ, 'ṣbäyäka
እሉም, 'lum
ወንጮ, wänČo
ኣቋረጸት, 'aqʷaräṣät
ውርደትን, wrdätn
ሂበያስ, hibäyas
ሓጢኣተኛታት, ħaTi'atäñatat
ሬቄም, reqem
ኣራውሕን, 'arawħn
ሰረገላታተይ, särägälatatäy
ቓጽላት, Qaṣlat
ዘይጠፋእናስ, zäyTäfa'nas
ንዘልዋ, nzälwa
ኪበጽሓና, kibäṣħana
የጥምቐሉ, yäTmQälu
ቊዝማይዶ, qʷizmaydo
ጽጋባ, ṣgaba
ተዓድዩካ, täʕadyuka
ተብሂሎም, täbhilom
ዝኸድን, zKädn
ጽለው, ṣläw
ኺረግመኩም, Kirägmäkum
ሃሩምን, harumn
ሕጋጋትካ, ħgagatka
ተራእየኩምሲ, tära'yäkumsi
ወጸ27, wäṣä27
ዘይበላዕናውን, zäybälaʕnawn
ቀስትታቶምን, qästtatomn
ትሰምዕዎ, tsämʕwo
ኪተክኽን, kitäkKn
ኣርሐቑ, 'arħäQu
ጓቲቱ, gʷatitu
ኣፍሪሳ, 'afrisa
ይውለደሉ, ywlädälu
ዘይህቦምሲ, zäyhbomsi
ኸይወድቀና, Käywädqäna
ስቡሓቶም, sbuħatom
ርኤ17, r'e17
ውድቀትኪ, wdqätki
ኣስተንተኑ, 'astäntänu
ከበቦ, käbäbo
ኽትነብሩስ, Ktnäbrus
ብሕበጥ, bħbäT
ከብተይን, käbtäyn
ዘጕህየካ, zägʷhyäka
ምቐልዋ, mQälwa
ክትሐቱኒዶ, ktħätunido
ኣይሰደደሉን, 'aysädädälun
መለቕሒ, mäläQħi
ናሃላልን, nahalaln
ሆሃም, hoham
እተነግረላ, 'tänägräla
እትዕድል, 'tʕdl
ዓምጻን, ʕamṣan
እዝነይውን, 'znäywn
ገበርኩምዎስ, gäbärkumwos
ንራሄልን, nraheln
ኣይትደንጉ, 'aytdängu
ከይትብድሉስ, käytbdlus
ጸጊበ, ṣägibä
ንጸጋምካ, nṣägamka
ኮናንያ, konanya
ይፈርሁኹም, yfärhuKum
እተጾርኩም, 'täṣorkum
ኣቕኒዑውን, 'aQniʕuwn
ኣረገውትኹምውን, 'arägäwtKumwn
ብእተናደደ, b'tänadädä
ከይኸልኦ, käyKäl'o
ከንፈርን, känfärn
እንሐሊ, 'nħäli
ኣሰኒፉ, 'asänifu
ቐሸም, Qäšäm
ሓጋውያን, ħagawyan
እተኣስረትሉ, 'tä'asrätlu
ሚስራይምን, misraymn
ናባኣ, naba'a
ኣይተገልግሎም, 'aytägälglom
ወዳ5, wäda5
ጾይሩካ, ṣoyruka
ሕልው, ħlw
ተምሃሩ, tämharu
ይሁዳንዶ, yhudando
እተቐንጠጠ, 'täQänTäTä
ኣይረኸብዎን, 'ayräKäbwon
ከተጥርይዋ, kätäTrywa
ግፍሓ, gfħa
ተወንጪፉ, täwänČifu
ኣርሓሐቐ, 'arħaħäQä
ዚሐዝንሉ, ziħäznlu
ተኸደንኩ, täKädänku
ዘይበጽሔ, zäybäṣħe
ኣተዐርቆምውን, 'atäʕärqomwn
እናበልኪ, 'nabälki
ኬገልግሉስ, kegälglus
ጠበብኛታት, Täbäbñatat
ዚምህረኩም, zimhräkum
ዚንውር, zinwr
ሞትዚ, motzi
እትመጾም, 'tmäṣom
ክእክበኩምን, k'kbäkumn
ቝጥዓይን, QʷTʕayn
ዘይሓልፋ, zäyħalfa
ዚመጽዎም, zimäṣwom
ድሌታ, dleta
ከይኰኖም, käykʷänom
ኽንጸግብሲ, Knṣägbsi
ዪጽሃር, yiṣhar
እንተዀንካ, 'ntäkʷänka
ምወሰድክዋ, mwäsädkwa
ኣይክቚጣዕን, 'aykQʷiTaʕn
ብዚዋሳወስ, bziwasawäs
ተበጢሱ, täbäTisu
ኣንቊሑ, 'anqʷiħu
ክትመጺ, ktmäṣi
ተወሐሰኒ, täwäħäsäni
ኪብጀወካ, kibǧäwäka
ኣይትሰምዑንዶ, 'aytsämʕundo
ዚዀናኹም, zikʷänaKum
ቤተፋጌን, betäfagen
በጽሐ, bäṣħä
ብምምሓርኪ, bmmħarki
ዝረኣዮዶ, zrä'ayodo
ኸተውጽኦምስ, Kätäwṣ'oms
ጺቕ, ṣiQ
ኣለምን, 'alämn
ኣስተብህለሉ, 'astäbhlälu
ተጻዒነን, täṣaʕinän
ዘይደልዮ, zäydälyo
ዘይተነሰሐ, zäytänäsäħä
ንኳዃት, nkʷakʷat
ትድሕንዶ, tdħndo
ዝጠዐምኩ, zTäʕämku
ይዐዮ, yʕäyo
ሕብኣዮም, ħb'ayom
ጉዕ, guʕ
ዝጸልኣና, zṣäl'ana
ኣይስረቕ, 'aysräQ
ኽሰባብረኩም, Ksäbabräkum
ዘይቅረብ, zäyqräb
ሪኻብያ, riKabya
ሬባዕን, rebaʕn
ንሰራዊቶምን, nsärawitomn
ንቲፍሳሕን, ntifsaħn
ንድስትታትን, ndsttatn
ኣብያታራን, 'abyataran
ኪደፉኡኻ, kidäfu'uKa
ይብሃሉ, ybhalu
ትምክሑ, tmkħu
ጋሻን, gašan
ነሑም, näħum
ለበዋ, läbäwa
ተጠልፈ, täTälfä
እትሸይጥ, 'tšäyT
ኣይነዐቕኩኻን, 'aynäʕäQkuKan
ብትእምርትታት, bt'mrttat
ተፋላለየ, täfalaläyä
እትሰቲ, 'tsäti
ኸነሕምቖን, KänäħmQon
ኣራምናሃራዪምን, 'aramnaharayimn
ኣይተዋህበን, 'aytäwahbän
ኣርከስክዮ, 'arkäskyo
ዘይቊጸርን, zäyqʷiṣärn
ኣሒኣም, 'aħi'am
ኪምዓዱስ, kimʕadus
ትፍተዊ, tftäwi
ዚጸሪ, ziṣäri
ኣእሲሩ, 'a'siru
ንምፍሓስ, nmfħas
ንድሕሪኣ, ndħri'a
ኣይትበልዎም, 'aytbälwom
ይሐቱኒ, yħätuni
ኼዘንቱ, Kezäntu
ዓድጋ, ʕadga
ኼተንስኦም, Ketäns'om
ትምክሕቱን, tmkħtun
ኣንጸፈት, 'anṣäfät
ኬቕምጥዎም, keQmTwom
ዚስውአለይ, zisw'äläy
ተፋቐርና, täfaQärna
ኸድናስ, Kädnas
ዝፈርሃካ, zfärhaka
እተዐመጸ, 'täʕämäṣä
እምንቶኡ, 'mnto'u
ኣንጠረኛን, 'anTäräñan
ዝሐሬኻዮን, zħäreKayon
ይሰመ, ysämä
ኣንቍራ, 'anqʷra
ዘቚሞ, zäQʷimo
ገበረልና, gäbärälna
ትካራኸርዎም, tkaraKärwom
ተኸላኸሉላ, täKälaKälula
ዚበልዓሉ, zibälʕalu
ኼፍልጥሲ, KeflTsi
እናወፌኽን, 'nawäfeKn
ይውስኹ, ywsKu
ደርቤ, därbe
ኪወቕዑ, kiwäQʕu
ሳዒኢር, saʕi'ir
ብዘረባኦም, bzäräba'om
ኽትግዕሩ, Ktgʕru
ኣይትቀየምን, 'aytqäyämn
ኪጻላልኡ, kiṣalal'u
መዓትብ, mäʕatb
ትግረሙ, tgrämu
ተቘጢዖም, täQʷäTiʕom
ኽገብሮውን, Kgäbrown
በዋልድ, bäwald
ዜመስግን, zemäsgn
ዓናትን, ʕanatn
መንትጉ, mäntgu
በጺሖም, bäṣiħom
ጶረሽ, Poräš
ዝለወጥዎ, zläwäTwo
ክትወጹ, ktwäṣu
ዚልዐለላ, zilʕäläla
ይቀመጥዶ, yqämäTdo
ዘዝሐረይወን, zäzħäräywän
ምዓልትን, mʕaltn
ጽንሃህካ, ṣnhahka
ብስግደት, bsgdät
ንበጻልኤል, nbäṣal'el
ብጥበበይን, bTbäbäyn
ንበደለይ, nbädäläy
ንምውታት, nmwtat
ዘይኸውን, zäyKäwn
ኪሰክርን, kisäkrn
ኣይተጕረምርሙ, 'aytägʷrämrmu
ተውርደኒ, täwrdäni
ብጽሕቲ, bṣħti
ኣይኪሰርሖን, 'aykisärħon
ሒዶትን, ħidotn
ነዒንተይዶ, näʕintäydo
ኬቕርብሎም, keQrblom
ንወግእ, nwäg'
ንምዕዳግ, nmʕdag
ኽትቃባበል, Ktqababäl
ዘይትበልዕወን, zäytbälʕwän
ኣይትርኣዩ, 'aytr'ayu
ኣስሐተካ, 'asħätäka
ዘይመጹን, zäymäṣun
መቕዘፊታትኪ, mäQzäfitatki
ተቐበላኒ, täQäbälani
ልግሚዶ, lgmido
መጺኡንስ, mäṣi'uns
ኽትረክብሲ, Kträkbsi
መብጽዓና, mäbṣʕana
መዓልትታትኩምን, mäʕalttatkumn
ተፈቒዱልካ, täfäQidulka
እትዝርግሑ, 'tzrgħu
ለቢሳትኒ, läbisatni
እተጋይጺ, 'tägayṣi
ኪርእዩኒ, kir'yuni
ኺዕምብቡ, Kiʕmbbu
ክሒሱ, kħisu
ሐረሱ, ħäräsu
ዘይትሐድግ, zäytħädg
ንነፍስስ, nnäfss
ብጽድቅና, bṣdqna
ንዅሻንሪሻታይም, nkʷšanrišataym
ይጸልኣ, yṣäl'a
ብዕዙዝ, bʕzuz
ዚደልዩሉን, zidälyulun
ተላዕሎም, tälaʕlom
ኣኼባና, 'aKebana
ንርባታትካውን, nrbatatkawn
የውጽኡና, yäwṣ'una
ገለጻ, gäläṣa
ዘይለሓመ, zäyläħamä
ክውንጭፎም, kwnČfom
ዝገፈፍናዮን, zgäfäfnayon
ኣክበናን, 'akbänan
ንጕድኣት, ngʷd'at
ጊድዖም, gidʕom
ኣቐመጥካኒ, 'aQämäTkani
ኣውፈረት, 'awfärät
ኽትበልዖም, Ktbälʕom
ውግእከ, wg'kä
ሰላሚስ, sälamis
ክምጥወካ, kmTwäka
ተሻየጥክዋ, täšayäTkwa
እንጣቲዕ, 'nTatiʕ
ክትጸንቱስ, ktṣäntus
እተወከልካ, 'täwäkälka
ኣይትዀንነኒ, 'aytkʷännäni
ሰብኣይክን, säb'aykn
እዩዓያሱ, 'yuʕayasu
ውሽጣን, wšTan
ቀተልክዎ, qätälkwo
ከይጾሩን, käyṣorun
ንሸነኽ, nšänäK
እተትምነየታ, 'tätmnäyäta
ንሃብታማትውን, nhabtamatwn
ጥንስኽን, TnsKn
ኲዕናኔ, kʷiʕnane
ኣሕፈርካዮም, 'aħfärkayom
ጽጒሮም, ṣgʷirom
መራክብን, märakbn
ዝመሐልካሉ, zmäħälkalu
በዝሓልካ, bäzħalka
ዘልዓለን, zälʕalän
ስሐበቶ, sħäbäto
ይደይቡ, ydäybu
ዝሐባእክወን, zħäba'kwän
ዝረገጸ, zrägäṣä
ተቖዓውያን, täQoʕawyan
ጱጢኤል, PuTi'el
ፈፈረስ, fäfäräs
ንገጽኪ, ngäṣki
ዚቕርቡ, ziQrbu
ኸየግልስ, Käyägls
ዝጽልዮ, zṣlyo
ተቢዕካ, täbiʕka
ዚሰፍያን, zisäfyan
ንወለዶታት, nwälädotat
በድበደ, bädbädä
ክልቴኹምዶ, klteKumdo
ዚጸልኡናን, ziṣäl'unan
ሉሕ26, luħ26
ደገኡ, dägä'u
ዚረግጻ, zirägṣa
ያኣክል, ya'akl
እትጾሙ, 'tṣomu
ተረሽን, täräšn
ዚውድኣስ, ziwd'as
ዝደፈኖም, zdäfänom
ብዝደልዮ, bzdälyo
ኣኽበድኪ, 'aKbädki
ዚስቀል, zisqäl
ተማጻረ, tämaṣarä
ዘስተንከሮም, zästänkärom
ጐደጒዲ, gʷädägʷidi
መአሰይ, mä'äsäy
ብጽርኢ, bṣr'i
ኸይንኸይድ, KäynKäyd
ኺተኽለሎም, KitäKlälom
ሓሙታ, ħamuta
ከይሐለፈት, käyħäläfät
ንሜሮዝ, nmeroz
ኸተቕርቡለይ, KätäQrbuläy
ረኸብክናኦ, räKäbkna'o
ኣግፊሔ, 'agfiħe
ገንዘብና, gänzäbna
ዝመሐሎ, zmäħälo
ከውሎም, käwlom
ኰብኳቢውን, kʷäbkʷabiwn
ኪጠፍእንሲ, kiTäf'nsi
ዝወለዳ, zwäläda
እንልምኖን, 'nlmnon
በብዝኣተወላ, bäbz'atäwäla
ኬዀርዩኒ, kekʷäryuni
ኣይትቐንጥብ, 'aytQänTb
ማሕጸንኪ, maħṣänki
ኣይትንባዕውን, 'aytnbaʕwn
ኣግፍሓሎም, 'agfħalom
ክንዳኡስ, knda'us
ዘውዳእ, zäwda'
ዕሩቕን, ʕruQn
ናሓማኒ, naħamani
ኪሐጽራ, kiħäṣra
ይጐይዩ, ygʷäyyu
ኽልቲኦምውን, Klti'omwn
ኣይትተንክዮ, 'ayttänkyo
ዝበለላ, zbäläla
ክህበኩምን, khbäkumn
ዔንሀቆረ, ʕenhäqorä
ዘይተዐወተለይ, zäytäʕäwätäläy
ኽዖኹ, KʕoKu
የሪኤልን, yäri'eln
ኣሬጣስ, 'areTas
ኣይተንክዮ, 'aytänkyo
ፈትሓ, fätħa
ንሕጻናትኪ, nħṣanatki
ደሐነስ, däħänäs
እናቘዘሙ, 'naQʷäzämu
ከተልቅስ, kätälqs
ዚዕንቀፈሉ, ziʕnqäfälu
እትምስሉ, 'tmslu
ምፍርሄይ, mfrhey
መንበርን, mänbärn
ንምምራኽን, nmmraKn
ኸርሰይዶ, Kärsäydo
ኣይንዓቕዎም, 'aynʕaQwom
የነውረና, yänäwräna
ርኮዶ, rkodo
ንሕሱራት, nħsurat
ኣንድድ, 'andd
ኣይሐሎኻዮን, 'ayħäloKayon
ሱካታውያን, sukatawyan
ኣነዐብዎም, 'anäʕäbwom
እተጣበቦ, 'täTabäbo
ዝበላዕናን, zbälaʕnan
ጽጋቡ, ṣgabu
ተባህለሎም, täbahlälom
ኣበሳኻውን, 'abäsaKawn
ዚጽዕድዉ, ziṣʕdwu
ዚፈልጥዋ, zifälTwa
ዓዱላም, ʕadulam
መንግስትካ, mängstka
ረእየት, rä'yät
ኦቢል, 'obil
ኬብዝሕ, kebzħ
ሕረትን, ħrätn
ዜግፍሕ, zegfħ
ከተረ, kätärä
ዚሕብኣሉ, ziħb'alu
ከበስርሲ, käbäsrsi
ተደበሰ, tädäbäsä
ነውሖ, näwħo
ክፈድዮምሲ, kfädyomsi
ኪዳንከ, kidankä
ንሰሎሞንን, nsälomonn
ኣጥፊእዎም, 'aTfi'wom
ፈውሲውን, fäwsiwn
ዝረድኣካ, zräd'aka
ዝወረሱ, zwäräsu
ከፈሳ, käfäsa
የላግጹሎም, yälagṣulom
ኺርእዮውን, Kir'yown
ኣይዕጠቕን, 'ayʕTäQn
ሃብታማትውን, habtamatwn
በዲሉካ, bädiluka
እተኣለመ, 'tä'alämä
ይረትዖም, yrätʕom
ኣጽርየዮ, 'aṣryäyo
ኡርያን, 'uryan
እትዘርኡን, 'tzär'un
ኽፋረ, Kfarä
ምስልና, mslna
ዜጽልል, zeṣll
ከይወዳእኩ, käywäda'ku
ብምዕባዩ, bmʕbayu
ኸነሐጕሶ, Känäħägʷso
ሹማምትኺ, šumamtKi
ኪልቚምጾም, kilQʷimṣom
ይጸንሓ, yṣänħa
እንጸንሕ, 'nṣänħ
ንነብያትናን, nnäbyatnan
ኣፍረሰቶ, 'afräsäto
እናጕሄና, 'nagʷhena
ንደረት, ndärät
ይባድም, ybadm
ብድርዒ, bdrʕi
አብዮም, 'äbyom
ኣላሕሊሕዎ, 'alaħliħwo
ይምህራኒ, ymhrani
ክትክፈተሎም, ktkfätälom
ብኣምላኽካ, b'amlaKka
ዚጭፍልቖም, ziČflQom
ጠቢባንሲ, Täbibansi
ብራቕ, braQ
ገላዉኣኡ, gälawu'a'u
ዝነዊሕ, znäwiħ
ኣቋራንዩ, 'aqʷaranyu
ቆጽ, qoṣ
ንአኪሽ, n'äkiš
ደዪብኪ, däyibki
ተራኸብና, täraKäbna
ባሕርዶ, baħrdo
ኣጥፊኦም, 'aTfi'om
ፈንፍኖን, fänfnon
ምብዓለን, mbʕalän
ድቃሶም, dqasom
ሰምዓካ, sämʕaka
ዘለውኒ, zäläwni
ተቕንዓለይ, täQnʕaläy
ተረኽበሎም, täräKbälom
ንዅላትኩምን, nkʷlatkumn
ልጓመይውን, lgʷamäywn
አብኡውን, 'äb'uwn
ኣዳሎኻለይ, 'adaloKaläy
ወንጭፍን, wänČfn
እተዋጽኤ, 'täwaṣ'e
ክንዳኻትኩም, kndaKatkum
ቘጽልስ, Qʷäṣls
ኣውደቐት, 'awdäQät
ዝግብኦ, zgb'o
መሲልኩም, mäsilkum
ትእዛዛትካውን, t'zazatkawn
ሸከምን, šäkämn
ብእንጽውዖ, b'nṣwʕo
ኲርፍታኡ, kʷirfta'u
ተሰለፍ, täsäläf
ምስክረይውን, mskräywn
ዪፍድያን, yifdyan
ኪስለፉላ, kisläfula
ኣይሐባእክዎን, 'ayħäba'kwon
ወከፍን, wäkäfn
ናቋኤን, naqʷa'en
እተብቊሎን, 'täbqʷilon
ደለየሎም, däläyälom
ፍጡናትን, fTunatn
ዜኻዕብትን, zeKaʕbtn
ጢቢብ, Tibib
ዓምጺ, ʕamṣi
ንምጒያይሲ, nmgʷiyaysi
ዚጸድቁ, ziṣädqu
ኣዛወራ, 'azawära
ክምለስሲ, kmlässi
ስለምንታይውን, slämntaywn
ተዘቢጠ, täzäbiTä
ቀዲሞምዎም, qädimomwom
እትቐውም, 'tQäwm
ኣይትሰክሑ, 'aytsäkħu
ሓጻውንን, ħaṣawnn
ያፌትውን, yafetwn
