list, Map1
לְמִשְׁמֶרֶת, lmišmeret
לְמִשְׁמָרֶת, lmišmaret
תַעֲשׂוּ, taɣaS
תַעֲשׂוּ, taɣaS
אֶת־הַכִּיֹר, 'et־hakiyor
יֵלְכוּ, yelx
יֵלֵכוּ, yelex
הַשָׁקֶל, hašaqel
הַשֶׁקֶל, hašeqel
וְיָצְאוּ, wyaṣ'
וַיֵצְאוּ, wayeṣ'
חֲזָקָה, ħazaqah
יַעֲקֹב, yaɣaqov
מְאָדָמִים, m'adamiym
אַחֵר, 'aħer
אַחַר, 'aħar
אֶל־אֶחָת, 'el־'eħat
אֶל־אַחַת, 'el־'aħat
הַמִלֻאִים, hamilu'iym
אֶת־יָדִי, 'et־yadiy
יָמָה, yamah
בְּאֹהֶל, b'ohel
וְחָמֵשׁ, wħameš
וַחֲמֵשׁ, waħameš
וָוֵיהֶם, waweyhem
וַתֵלֶד, wateled
אַךְ, 'ax
בְיָד, vyad
בְּיַד, byad
בְּיָד, byad
עַמֻדֵיהֶם, ɣamudeyhem
מִלְחָמָה, milħamah
אָרֶץ, 'areṣ
אֶרֶץ, 'ereṣ
וְהַפְּרִזִי, whapriziy
אֶת־נֵרֹתֶיהָ, 'et־neroteyha
אֶת־יְדֵיהֶם, 'et־ydeyhem
לְעֹלָם, lɣolam
וְעֶשְׂרִים, wɣeSriym
תְדַבֵּר, tdaber
תְדַבֵּר, tdaber
הַטַבָּעֹת, haṭabaɣot
לָאֱלֹהִים, la'elohiym
לֵאלֹהִים, le'lohiym
עַל־אַהֲרֹן, ɣal־'aharon
עֲבֹדַת, ɣavodat
חָלָב, ħalav
הָיְתָה, haytah
לַפָּרֹכֶת, laparoxet
קַרְסֵי, qarsey
מִמָחֳרָת, mimaħarat
וְאָמַר, w'amar
וָאֹמַר, wa'omar
עִמָנוּ, ɣiman
יֹצְאִים, yoṣ'iym
וֵאלֹהֵי, we'lohey
טַבָּעוֹֹת, ṭabaɣwot
טַבְּעוֹֹת, ṭabɣwot
הָעֲבֹתֹת, haɣavotot
וּלְבָנָיו, lvanayw
הָאָבִיב, ha'aviyv
בִּכּוּרֵי, bikrey
חֲמוֹֹר, ħamwor
יַאֲמִינוּ, ya'amiyn
כַּפְתֹר, kaftor
כַּפְתֹרֶיהָ, kaftoreyha
צֶלַע־הַמִשְׁכָּן, ṣelaɣ־hamiškan
חָמֵץ, ħameṣ
אוֹֹתְךָ, 'wotxa
וַתַעַל, wataɣal
הָאִישׁ, ha'iyš
לֵוִי, lewiy
וּשְׁלֹשִׁים, šlošiym
חָכְמָה, ħaxmah
עַם־קְשֵׁה־עֹרֶף, ɣam־qšeh־ɣoref
יְדֹתָיו, ydotayw
מִשְׁכַּן, miškan
וַיִצֹק, wayiṣoq
וַיִפֶן, wayifen
אֲבָנִים, 'avaniym
רֹקַח, roqaħ
רֹקֵחַ, roqeħa
הַדְבָרִים, hadvariym
וְהֵם, whem
לְמַטֶה, lmaṭeh
לְמַטֵה, lmaṭeh
בַּעַל, baɣal
רֹחַב, roħav
כָּל־כְּלִי, kal־kliy
כָּל־כְּלֵי, kal־kley
עַמוּדֵיהֶם, ɣamdeyhem
יִסָקֵל, yisaqel
קָדָשִׁים, qadašiym
מַהֵר, maher
מָהֹר, mahor
מֵהַר, mehar
הַשֶׁמֶשׁ, hašemeš
הַשָׁמֶשׁ, hašameš
וּבַבְּהֵמָה, vabhemah
מִדָה, midah
וְנָתַתִי, wnatatiy
אֱלֹהֵיהֶם, 'eloheyhem
אֶת־הַדְבָרִים, 'et־hadvariym
עֹמֵד, ɣomed
עֲמֹד, ɣamod
מְנֹרָה, mnorah
יָכְלוּ, yaxl
יָכֹלוּ, yaxol
אֶת־מָסַךְ, 'et־masax
הַבֹּקֶר, haboqer
מָן, man
מִן, min
וָפֶרַח, waferaħ
וָפָרַח, wafaraħ
צַלְעֹת, ṣalɣot
וּשְׁלֹשָׁה, šlošah
הַקְטֹרֶת, haqṭoret
לִשְׁנֵי, lišney
לְאִשָׁה, l'išah
וְיָשֻׁבוּ, wyašuv
וַיָשֻׁבוּ, wayašuv
וְאֵלֶה, w'eleh
בָּעָרֶב, baɣarev
בָּעֶרֶב, baɣerev
בָעֶרֶב, vaɣerev
תִקָחוּ, tiqaħ
תִקְחוּ, tiqħ
אָז, 'az
וְחֹשֵׁב, wħošev
וְחֵשֶׁב, wħešev
הַמְיַלֶדֶת, hamyaledet
הַמְיַלְדֹת, hamyaldot
הַדָם, hadam
וְחַג, wħag
לְבִלְתִי, lviltiy
