list, Map1
בְּאֹהֶל, b'ohel
לְאָשָׁם, l'ašam
אֶת־אֲשָׁמוֹֹ, 'et־'ašamwo
יַקְדִּישׁ, yaqdiyš
לָעִיר, laʕiyr
בְּתוֹֹכָם, btwoxam
בֵּיתוֹֹ, beytwo
עַל־חַטָאתוֹֹ, ʕal־ħaṭa'two
אֶרֶץ, 'eret͡s
וְהֵנִיף, wheniyf
הַשְׁלִישִׁי, hašliyšiy
עֲמִיתְךָ, ʕamiytxa
עֲמִיתֶךָ, ʕamiytexa
אַף־אֲנִי, 'af־'aniy
אַף־אָנִי, 'af־'aniy
אִשֵׁי, 'išey
מֵחַטָאתוֹֹ, meħaṭa'two
עִמִי, ʕimiy
וְאֶל, w'el
מִן־הַצֹאן, min־hat͡so'n
אֱלֹהֶיךָ, 'eloheyxa
מִקְנָתוֹֹ, miqnatwo
לֹא־יֹאכַל, lo'־yo'xal
בְהֵמָה, vhemah
בְּהֵמָה, bhemah
תָּשֻׁבוּ, tašuvu
תֵּשְׁבוּ, tešvu
פְּאַת, p'at
טֻמְאָתוֹֹ, ṭum'atwo
הָעוֹֹר, haʕwor
עֲלֵהֶן, ʕalehen
וְהֵבֵאתִי, wheve'tiy
וְאִם־גָּאֹל, w'im־ga'ol
לְמַעַן, lmaʕan
לִזְנוֹֹת, liznwot
יִגְאָלֶנוּ, yig'alenu
הַגּוֹֹיִם, hagwoyim
יוֹֹבֵל, ywovel
מִמָחֳרַת, mimaħarat
חָק־עוֹֹלָם, ħaq־ʕwolam
אִמוֹֹ, 'imwo
וְהֶעֱמִיד, wheʕemiyd
אֲשֶׁר־פֶּתַח, 'ašer־petaħ
וְנִכְרְתוּ, wnixrtu
שַׁבְּתֹת, šabtot
אֲשֶׁר־תִּקְרְאוּ, 'ašer־tiqr'u
אֶת־שַׁבְּתֹתֶיהָ, 'et־šabtoteyha
בֶּעָשׂוֹֹר, beʕaswor
בַּנֶפֶשׁ, banefeš
וּפַרְסָה, ufarsah
בְּיִשְׂרָאֵל, byisra'el
פָּשָׂה, pasah
מִזוֹֹבוֹֹ, mizwovwo
הָעוֹֹף, haʕwof
תְלַקֵט, tlaqeṭ
אֶת־הָאֶחָד, 'et־ha'eħad
הָאִישׁ, ha'iyš
הַקָרֹב, haqarov
הַקְרֵב, haqrev
וְאֶת־מִשְׁפָּטַי, w'et־mišpaṭay
מִדָּמָה, midamah
וְאֵין, w'eyn
וְשׁוֹֹר, wšwor
אוֹֹ־בַשְׁתִי, 'wo־vaštiy
בְּעַמָיו, bʕamayw
וְהָיוּ, whayu
וְיָצַק, wyat͡saq
וַיִצֹק, wayit͡soq
