list, Map1
אֵשׁ, 'eš
מֵאָה, me'ah
בְּשַׂר, bsar
בָשָׂר, vasar
בָּשָׂר, basar
ועשו, wʕשw
וַעֲשׂוּ, waʕasu
וְעָשׂוּ, wʕasu
בָּאֲרָצוֹֹת, ba'arat͡swot
וּבְנוֹֹתֶיהָ, uvnwoteyha
לָבֶטַח, laveṭaħ
שִׂים, siym
עֲוֺן, ʕawon
עָוֺן, ʕawon
בַמִדְבָּר, vamidbar
בַּמִדְבָּר, bamidbar
בְּמִדְבַּר, bmidbar
מְאֹד, m'od
מֶלֶךְ־בָּבֶל, melex־bavel
שְׁתַיִם, štayim
שְׁתֵים, šteym
פֶּתַח, petaħ
פָּתַח, pataħ
פֹתֵחַ, foteħa
בוֹֹר, vwor
הָרֹעִים, haroʕiym
הָרָעִים, haraʕiym
וָדָם, wadam
וְדָם, wdam
זֹאת, zo't
וְהֵמָה, whemah
לְעֻמַת, lʕumat
פַרְעֹה, farʕoh
פַּרְעֹה, parʕoh
אַחֲרֵי, 'aħarey
אַחֲרַי, 'aħaray
לֵב, lev
וְהִנָבֵא, whinave'
וַהֲשִׁבֹתִי, wahašivotiy
וְהִשְׁבַּתִי, whišbatiy
אֶל־בֵּית, 'el־beyt
שִׁמְעוּ, šimʕu
שָׁמֵעוּ, šameʕu
קָנֶה, qaneh
קְנֵה, qneh
צָפוֹֹן, t͡safwon
וּבֵין, uveyn
נָשָׂאתִי, nasa'tiy
הַגָדוֹֹל, hagadwol
בַּקִיר, baqiyr
בַקִיר, vaqiyr
בְּקִיר, bqiyr
אֶת־יָדִי, 'et־yadiy
וָאֶרְאֶה, wa'er'eh
שְׁפָטִים, šfaṭiym
הַפְּנִימִית, hapniymiyt
וְהָאָרֶץ, wha'aret͡s
עֶשֶׂר, ʕeser
עָשָׂר, ʕasar
לֶחָצֵר, leħat͡ser
הַכֹּהֲנִים, hakohaniym
וְגַם־אֲנִי, wgam־'aniy
הַכְּרוּבִים, hakruviym
אֹתָן, 'otan
אֶתֵן, 'eten
הֲלוֹֹא, halwo'
הַנָשִׂיא, hanasiy'
וּבְהֵמָה, uvhemah
סוּסִים, susiym
וְשֶׁמֶן, wšemen
וָשֶׁמֶן, wašemen
עָלַי, ʕalay
גִלוּלֵיהֶם, giluleyhem
גִלוּלֵיהֶם, giluleyhem
הָאוֹֹפַנִים, ha'wofaniym
תָמִים, tamiym
תָמִים, tamiym
שָׁוְא, šaw'
וּצְדָקָה, ut͡sdaqah
וְאַרְבַּעַת, w'arbaʕat
יָבוֹֹא, yavwo'
אֹמְרִים, 'omriym
נָתָן, natan
נִתַן, nitan
נִתָן, nitan
נֹתֵן, noten
נָתַן, natan
מִן־הָעַמִים, min־haʕamiym
בֵּין, beyn
צַדִיק, t͡sadiyq
תַחַת, taħat
וַיָבֵא, wayave'
וַיָבֹא, wayavo'
עֲרֵלִים, ʕareliym
עֲשֶׂרֶת, ʕaseret
לַעֲשׂוֹֹת, laʕaswot
לִפְנֵיהֶם, lifneyhem
קִינָה, qiynah
נְתַתִיךָ, ntatiyxa
נְתַתִיךְ, ntatiyx
בַּעֲוֺנוֹֹ, baʕawonwo
פָנִים, faniym
פָּנִים, paniym
קוֹֹל, qwol
אֵצֶל, 'et͡sel
וְרוּחַ, wruħa
עוֹֹלָם, ʕwolam
לִשְׁכוֹֹת, lišxwot
לְשָׁכוֹֹת, lšaxwot
לשכות, lשxwt
שֻׁלְחָנוֹֹת, šulħanwot
לָנוּ, lanu
לָנוּ, lanu
וְאֵלַמָו, w'elamaw
ואלמו, w'lmw
אֵלֶה, 'eleh
אָלָה, 'alah
וְהִכְרַתִי, whixratiy
בְּרִית, briyt
וְהֵבֵאתִי, wheve'tiy
צֹאנִי, t͡so'niy
מַעֲרָבֵךְ, maʕaravex
לִבֵּךְ, libex
לִבְּךָ, libxa
[וְאֵלַמָיו], [w'elamayw]
וְנָתַתָה, wnatatah
וַאֲשֶׁר, wa'ašer
ואשר, w'שr
הָרֵי, harey
יֹשְׁבֵי, yošvey
הַחַיוֹֹת, haħaywot
עַמִים, ʕamiym
הַיָמִים, hayamiym
עֵינַי, ʕeynay
עֵינִי, ʕeyniy
אַשׁוּר, 'ašur
וַתְהִי, wathiy
בְּרֹאשׁ, bro'š
וְקִבַּצְתִי, wqibat͡stiy
מְרִי, mriy
הַמִדָה, hamidah
עַל־הָאָרֶץ, ʕal־ha'aret͡s
ידו, ydw
יָדוֹֹ, yadwo
כֵּלַי, kelay
כְּלֵי, kley
כְּלִי, kliy
חַיִים, ħayiym
כְּעֵין, kʕeyn
מֵאֶרֶץ, me'eret͡s
הָלַךְ, halax
הֹלֵךְ, holex
הָלָךְ, halax
לָבוֹֹא, lavwo'
לְבוֹֹא, lvwo'
הַחַיָה, haħayah
כֻּלָה, kulah
כֻּלֹה, kuloh
כָּלָה, kalah
אֶת־יוֹֹרְדֵי, 'et־ywordey
כָּזָב, kazav
כָזָב, xazav
הַשָׁמַיִם, hašamayim
הַשָׁמָיִם, hašamayim
בְּכֹל, bxol
בְּרֹב, brov
הַלְשָׁכוֹֹת, halšaxwot
יִהְיוּ, yihyu
נָשִׂיא, nasiy'
נְשִׂיא, nsiy'
וְתִמֹרִים, wtimoriym
בַּחֲמִשָׁה, baħamišah
חֲלָלִים, ħalaliym
לָעָם, laʕam
לְעָם, lʕam
הַמִזְבֵּחַ, hamizbeħa
אֲחוֹֹתֵךְ, 'aħwotex
וְהִיא, whiy'
וָהִיא, wahiy'
יֹאכְלוּ, yo'xlu
יֹאכֵלוּ, yo'xelu
כְבוֹֹד־יְהוָה, xvwod־yhwah
כְּבוֹֹד־יְהוָה, kvwod־yhwah
הַמְקֻדָשׁ, hamqudaš
הַמִקְדָשׁ, hamiqdaš
עָוֶל, ʕawel
עִתָה, ʕitah
עַתָה, ʕatah
יעמדו, yʕmdw
יַעַמְדוּ, yaʕamdu
יַעֲמֹדוּ, yaʕamodu
מַלֵא, male'
מָלֵא, male'
עִיר, ʕiyr
אַרְבָּעִים, 'arbaʕiym
עָשִׂיתָ, ʕasiyta
עָשִׂית, ʕasiyt
כַּנְפֵיהֶם, kanfeyhem
לְעוֹֹלָם, lʕwolam
אֶל־בְּנֵי, 'el־bney
וְאֶת־מִשְׁפָּטַי, w'et־mišpaṭay
בִי, viy
בִּי, biy
גָאוֹֹן, ga'won
גְאוֹֹן, g'won
לַנָשִׂיא, lanasiy'
תַרְשִׁישׁ, taršiyš
תַרְשִׁישׁ, taršiyš
לְמוֹֹרָשָׁה, lmworašah
אֲדַבֵּר, 'adaber
מֵעָלַי, meʕalay
וּדְמוּת, udmut
עֲוֺנָם, ʕawonam
לָבַז, lavaz
לְבַז, lvaz
אֲלֵהֶם, 'alehem
הַכְּרוּב, hakruv
וַיֵצֵא, wayet͡se'
וְיָצָא, wyat͡sa'
וְיֵצֵא, wyet͡se'
חַיָה, ħayah
חָיֹה, ħayoh
רָעָב, raʕav
שָׁמַע, šamaʕ
שְׁמַע, šmaʕ
שְׁמָע, šmaʕ
שְׁמָע, šmaʕ
מִן־הָאֲרָצוֹֹת, min־ha'arat͡swot
וָדֶבֶר, wadever
וְדַבֵּר, wdaber
וּדְבַר, udvar
וְדִבֶּר, wdiber
וְדֶבֶר, wdever
בָעִיר, vaʕiyr
בְּעִיר, bʕiyr
בָּעִיר, baʕiyr
הֲלֹא, halo'
כַּמִדוֹֹת, kamidwot
לְאַרְבַּעְתָם, l'arbaʕtam
וְהוּא, whu'
מִדַרְכּוֹֹ, midarkwo
יִתָכֵן, yitaxen
לִהְיוֹֹת, lihywot
בְּיָדוֹֹ, byadwo
גוֹֹג, gwog
גוֹֹג, gwog
תָמוּת, tamut
תָמוּת, tamut
לְאִישׁ, l'iyš
אֲנָשִׁים, 'anašiym
הָיִיתָ, hayiyta
הָיִית, hayiyt
דֶרֶךְ־שַׁעַר, derex־šaʕar
לַיוֹֹם, laywom
אֵלָיו, 'elayw
עַמֶךָ, ʕamexa
עַמְךָ, ʕamxa
עַמֵךְ, ʕamex
רֹאֶה, ro'eh
רָאָה, ra'ah
רְאֵה, r'eh
בְּמִצְרָיִם, bmit͡srayim
בְּמִצְרַיִם, bmit͡srayim
בְמִצְרַיִם, vmit͡srayim
אַרְבַּע, 'arbaʕ
וְנָשְׂאוּ, wnas'u
אֶל־הָאָרֶץ, 'el־ha'aret͡s
עַל־כֵּן, ʕal־ken
לַכֹּהֲנִים, lakohaniym
לָקַח, laqaħ
לָקָח, laqaħ
לֹקֵחַ, loqeħa
אֶת־עַמִי, 'et־ʕamiy
יֵצְאוּ, yet͡s'u
יָצָאוּ, yat͡sa'u
יֵצֵאוּ, yet͡se'u
יצאו, yt͡s'w
מִתוֹֹךְ, mitwox
הָאָדָם, ha'adam
אֲשֶׁר־עָשָׂה, 'ašer־ʕasah
הָאֲנָשִׁים, ha'anašiym
בְּלֶכְתָם, blextam
וְקוֹֹל, wqwol
בָכֶם, vaxem
גָבֹהַ, gavoha
גָבֹהַ, gavoha
גָבַה, gavah
גֹבַה, govah
עֹשִׂים, ʕosiym
וָחַי, waħay
וָחָי, waħay
מִלְמָעְלָה, milmaʕlah
בְּחֻקוֹֹתַי, bħuqwotay
סְדֹם, sdom
לֵאלֹהִים, le'lohiym
שָׁנִים, šaniym
שְׁנַיִם, šnayim
וַיִקַח, wayiqaħ
לָתֵת, latet
הַמַיִם, hamayim
הַמָיִם, hamayim
מֶלֶךְ, melex
וְשָׁם, wšam
וַיִשְׂאוּ, wayis'u
וּמִפּוֹֹ, umipwo
נְעוּרָיִךְ, nʕurayix
נְעוּרַיִךְ, nʕurayix
בֵּית־יְהוָה, beyt־yhwah
חַרְבִּי, ħarbiy
טִמֵא, ṭime'
טָמֵא, ṭame'
לְמַעְלָה, lmaʕlah
לְמָעְלָה, lmaʕlah
עַל־אַדְמַת, ʕal־'admat
שׁוּבוֹֹ, šuvwo
שׁוּבוּ, šuvu
קֵדְמָה, qedmah
קָדִמָה, qadimah
וָאֵרֶא, wa'ere'
וְלָקַחְתָ, wlaqaħta
כָּל־בֵּית, kal־beyt
אֶת־הַבָּיִת, 'et־habayit
אֶת־הַבַּיִת, 'et־habayit
הָאוֹֹפָן, ha'wofan
הָאוֹֹפַן, ha'wofan
גָזַל, gazal
גָזָל, gazal
גָזֵל, gazel
גָזָל, gazal
גֵזֶל, gezel
וְגַם, wgam
מִזֶה, mizeh
חַלְלֵי־חֶרֶב, ħalley־ħerev
חַלְלֵי־חָרֶב, ħalley־ħarev
נְפָשׁוֹֹת, nfašwot
לְעֻמָתָם, lʕumatam
וְחֶרֶב, wħerev
וּבְיוֹֹם, uvywom
וּבַיוֹֹם, uvaywom
אֶת־חַלְלֵי־חֶרֶב, 'et־ħalley־ħerev
אֶת־חַלְלֵי־חָרֶב, 'et־ħalley־ħarev
עֹמֵד, ʕomed
עֲמֹד, ʕamod
הַהֵיכָל, haheyxal
וָאֶפֹּל, wa'epol
קֵץ, qet͡s
בְּלֵב, blev
אֶל־שַׁעַר, 'el־šaʕar
מִדַבֵּר, midaber
מְדַבֵּר, mdaber
בָנִים, vaniym
בָּנִים, baniym
אֶת־אֶרֶץ, 'et־'eret͡s
הַפֶּתַח, hapetaħ
שָׁלוֹֹם, šalwom
בְנַחֲלָה, vnaħalah
בְּנַחֲלָה, bnaħalah
עֲשִׂיתֶם, ʕasiytem
תָפֵל, tafel
תָפֵל, tafel
אֱלֹהֵיכֶם, 'eloheyxem
אָכָל, 'axal
אָכַל, 'axal
וְהִרְבֵּיתִי, whirbeytiy
קָנִים, qaniym
קִנִים, qiniym
מֶלֶךְ־מִצְרַיִם, melex־mit͡srayim
וּמְשַׁמָה, umšamah
אֶהְיֶה, 'ehyeh
מָה, mah
וַיְבִיאֵנִי, wayviy'eniy
כָּל־אֲשֶׁר, kal־'ašer
וְאֶת־שַׁבְּתוֹֹתַי, w'et־šabtwotay
לַגוֹֹיִם, lagwoyim
אֲחֹרֵיהֶם, 'aħoreyhem
אַחֲרֵיהֶם, 'aħareyhem
רֹכְלַיִךְ, roxlayix
רֹכְלָיִךְ, roxlayix
וּנְתַתִיךָ, untatiyxa
וּנְתַתִיךְ, untatiyx
מַרְאֵה, mar'eh
מַרְאֶה, mar'eh
דָלִיוֹֹתָיו, daliywotayw
דָלִיוֹֹתָיו, daliywotayw
עַמוֹֹן, ʕamwon
אַנְשֵׁי, 'anšey
מַעֲלוֹֹ, maʕalwo
מָעֲלוּ, maʕalu
מעלו, mʕlw
וְיָדַעַתְ, wyadaʕat
וְיָדַעְתָ, wyadaʕta
דַרְכָּם, darkam
דַרְכָּם, darkam
מוֹֹת, mwot
מָדַד, madad
מָדָד, madad
חִלֵלוּ, ħilelu
חִלְלוּ, ħillu
עַל־אַדְמָתָם, ʕal־'admatam
בִּקְנֵה, biqneh
וְעֶרְיָה, wʕeryah
וְעָרֶיהָ, wʕareyha
יוֹֹמָם, ywomam
עֵינֵיהֶם, ʕeyneyhem
הַגִזְרָה, hagizrah
הַלְוִיִם, halwiyim
חֲמָת, ħamat
דְלָתוֹֹת, dlatwot
דְלָתוֹֹת, dlatwot
דַלְתוֹֹת, daltwot
וְלָקְחוּ, wlaqħu
וּדְבַשׁ, udvaš
בְּנוֹֹת, bnwot
אֶל־הָרֵי, 'el־harey
מֵי, mey
מִי, miy
כְּבוֹֹד, kvwod
חֲצַר, ħat͡sar
חָצֵר, ħat͡ser
בְּאֶחָד, b'eħad
אֵלֶיהָ, 'eleyha
מֵבִיא, meviy'
מָלְאָה, mal'ah
מְלֵאָה, mle'ah
וָאֶשְׁמַע, wa'ešmaʕ
מִמֶנוּ, mimenu
הָעָם, haʕam
עֵת, ʕet
עת, ʕt
בְּתִתִי, btitiy
אֲלֵיכֶם, 'aleyxem
הָרוּחַ, haruħa
מִן־הָאָרֶץ, min־ha'aret͡s
אַפִּי, 'apiy
נֶגֶד, neged
תִפּוֹֹל, tipwol
סְבִיבוֹֹת, sviyvwot
אֶל־אַדְמַת, 'el־'admat
וְחָמֵשׁ, wħameš
גְדֹלוֹֹת, gdolwot
תַעֲשֶׂה, taʕaseh
תַעֲשֶׂה, taʕaseh
אוֹֹתִי, 'wotiy
רֵעֵהוּ, reʕehu
נֶגֶב, negev
מֵרֹב, merov
הָאֵיפָה, ha'eyfah
רְכֻלָתְךָ, rxulatxa
רֹכַלְתֵךְ, roxaltex
רְכֻלָתֵךְ, rxulatex
קַח־לְךָ, qaħ־lxa
וַתִרְבִּי, watirbiy
וַתַרְבִּי, watarbiy
אֶל־הֶהָרִים, 'el־hehariym
קָהָל, qahal
כְלִמָתָם, xlimatam
כְּלִמָתָם, klimatam
וָאַעַשׂ, wa'aʕas
עִזְבוֹֹנַיִךְ, ʕizvwonayix
עִזְבוֹֹנָיִךְ, ʕizvwonayix
חֵלֶב, ħelev
חָלָב, ħalav
מָאָסוּ, ma'asu
חָיוֹֹ, ħaywo
נְשִׂיאֵי, nsiy'ey
נְשִׂיאַי, nsiy'ay
דָיֵק, dayeq
נַפְשָׁם, nafšam
עֻזָה, ʕuzah
וּבְשׁוּב, uvšuv
הַסִיר, hasiyr
הָסִיר, hasiyr
דַמֶשֶׂק, dameseq
כָּל־תוֹֹעֲבֹתַיִךְ, kal־twoʕavotayix
כָּל־תוֹֹעֲבֹתָיִךְ, kal־twoʕavotayix
צֹר, t͡sor
צֹר, t͡sor
נִזְהָר, nizhar
רֹכְבֵי, roxvey
עוֹֹלָה, ʕwolah
הַשְׂעֹרִים, hasʕoriym
הַשְׁעָרִים, hašʕariym
לִמְלָאכָה, limla'xah
בְּנֶפֶשׁ, bnefeš
בְחֵמָה, vħemah
בְּחֵמָה, bħemah
הַדֶרֶךְ, haderex
הֲדָרֵךְ, hadarex
סֹלְלָה, sollah
טִמֵאת, ṭime't
טָמֵאת, ṭame't
טְמֵאַת, ṭme'at
אֲהָה, 'ahah
נַפְשֵׁךְ, nafšex
נַפְשְׁךָ, nafšxa
כָּרִים, kariym
הָאִישׁ, ha'iyš
תֵלַכְנָה, telaxnah
תֵלַכְנָה, telaxnah
וְשָׁבַרְתִי, wšavartiy
אֲשֶׁר־הֵמָה, 'ašer־hemah
רָמָה, ramah
עָרִיצֵי, ʕariyt͡sey
אֶל־פֶּתַח, 'el־petaħ
סָלַע, salaʕ
סֶלַע, selaʕ
סָגוּר, sagur
וְיַעַל, wyaʕal
וַיַעַל, wayaʕal
לֹא־הָלְכוּ, lo'־halxu
לֹא־הָלָכוּ, lo'־halaxu
הָאִיִים, ha'iyiym
בִּנְיָמִן, binyamin
תָרִימוּ, tariymu
וְתַרְבִּית, wtarbiyt
תְמִימִם, tmiymim
וּמָדַד, umadad
חָמָס, ħamas
הֲרָאִיתָ, hara'iyta
הִין, hiyn
וְנָתַן, wnatan
וְנָתֹן, wnaton
יִסַבּוּ, yisabu
אֶל־גְבוּל, 'el־gvul
פַּר, par
